,patient,accuracy,class,channels
1759,20,0.4444444444444444,1,10
1760,20,1.0,2,10
1761,20,0.7692307692307693,0,10
1762,20,0.0,1,10
1763,20,0.6666666666666666,2,10
1764,20,1.0,0,10
1765,20,0.4,1,10
1766,20,0.8333333333333334,2,10
1767,20,1.0,0,10
1768,20,0.5714285714285714,1,10
1769,20,0.8,2,10
1770,20,0.8333333333333334,0,18
1771,20,0.5714285714285714,1,18
1772,20,0.8461538461538461,2,18
1773,20,0.8571428571428571,0,18
1774,20,0.3,1,18
1775,20,0.7777777777777778,2,18
1776,20,1.0,0,18
1777,20,0.25,1,18
1778,20,0.7647058823529411,2,18
1779,20,0.75,0,18
1780,20,0.7142857142857143,1,18
1781,20,0.8181818181818182,2,18
1782,20,1.0,0,18
1783,20,0.375,1,18
1784,20,0.8333333333333334,2,18
1785,20,0.6666666666666666,0,18
1786,20,0.2,1,18
1787,20,0.8666666666666667,2,18
1788,20,0.3333333333333333,0,18
1789,20,0.0,1,18
1790,20,0.8181818181818182,2,18
1791,20,0.7692307692307693,0,18
1792,20,0.0,1,18
1793,20,0.5833333333333334,2,18
1794,20,1.0,0,18
1795,20,0.0,1,18
1796,20,0.5833333333333334,2,18
1797,20,1.0,0,18
1798,20,0.42857142857142855,1,18
1799,20,0.8,2,18
1800,21,0.8235294117647058,0,2
1801,21,0.28,1,2
1802,21,0.6111111111111112,2,2
1803,21,0.9047619047619048,0,2
1804,21,0.4117647058823529,1,2
1805,21,0.4090909090909091,2,2
1806,21,0.875,0,2
1807,21,0.4782608695652174,1,2
1808,21,0.5238095238095238,2,2
1809,21,1.0,0,2
1810,21,0.2727272727272727,1,2
1811,21,0.35,2,2
1812,21,0.9,0,2
1813,21,0.5555555555555556,1,2
1814,21,0.22727272727272727,2,2
1815,21,0.92,0,2
1816,21,0.25,1,2
1817,21,0.5333333333333333,2,2
1818,21,0.85,0,2
1819,21,0.3181818181818182,1,2
1820,21,0.4444444444444444,2,2
1821,21,0.7727272727272727,0,2
1822,21,0.25,1,2
1823,21,0.5555555555555556,2,2
1824,21,0.8235294117647058,0,2
1825,21,0.16666666666666666,1,2
1826,21,0.5789473684210527,2,2
1827,21,0.782608695652174,0,2
1828,21,0.47368421052631576,1,2
1829,21,0.3888888888888889,2,2
1830,21,1.0,0,10
1831,21,0.68,1,10
1832,21,0.8333333333333334,2,10
1833,21,1.0,0,10
1834,21,0.5294117647058824,1,10
1835,21,0.7272727272727273,2,10
1836,21,0.9375,0,10
1837,21,0.43478260869565216,1,10
1838,21,0.8571428571428571,2,10
1839,21,1.0,0,10
1840,21,0.7727272727272727,1,10
1841,21,0.8,2,10
1842,21,0.95,0,10
1843,21,0.8333333333333334,1,10
1844,21,0.6818181818181818,2,10
1845,21,1.0,0,10
1846,21,0.65,1,10
1847,21,0.6,2,10
1848,21,0.95,0,10
1849,21,0.6363636363636364,1,10
1850,21,0.7777777777777778,2,10
1851,21,0.9545454545454546,0,10
1852,21,0.55,1,10
1853,21,0.7222222222222222,2,10
1854,21,0.8823529411764706,0,10
1855,21,0.5416666666666666,1,10
1856,21,0.7894736842105263,2,10
1857,21,0.9565217391304348,0,10
1858,21,0.6842105263157895,1,10
1859,21,0.5555555555555556,2,10
1860,21,0.8823529411764706,0,18
1861,21,0.64,1,18
1862,21,0.7777777777777778,2,18
1863,21,0.9523809523809523,0,18
1864,21,0.7058823529411765,1,18
1865,21,0.5909090909090909,2,18
1866,21,1.0,0,18
1867,21,0.7391304347826086,1,18
1868,21,0.7142857142857143,2,18
1869,21,0.8888888888888888,0,18
1870,21,0.8636363636363636,1,18
1871,21,0.85,2,18
1872,21,1.0,0,18
1873,21,0.7777777777777778,1,18
1874,21,0.6363636363636364,2,18
1875,21,0.88,0,18
1876,21,0.65,1,18
1877,21,0.7333333333333333,2,18
1878,21,0.8,0,18
1879,21,0.6818181818181818,1,18
1880,21,0.7777777777777778,2,18
1881,21,0.9090909090909091,0,18
1882,21,0.7,1,18
1883,21,0.6666666666666666,2,18
1884,21,0.8235294117647058,0,18
1885,21,0.625,1,18
1886,21,0.8421052631578947,2,18
1887,21,0.8695652173913043,0,18
1888,21,0.6842105263157895,1,18
1889,21,0.6666666666666666,2,18
1890,22,0.7058823529411765,0,2
1891,22,0.52,1,2
1892,22,0.6666666666666666,2,2
1893,22,0.8571428571428571,0,2
1894,22,0.6470588235294118,1,2
1895,22,0.5,2,2
1896,22,0.875,0,2
1897,22,0.391304347826087,1,2
1898,22,0.47619047619047616,2,2
1899,22,0.8888888888888888,0,2
1900,22,0.6818181818181818,1,2
1901,22,0.45,2,2
1902,22,0.75,0,2
1903,22,0.3888888888888889,1,2
1904,22,0.45454545454545453,2,2
1905,22,0.88,0,2
1906,22,0.65,1,2
1907,22,0.5333333333333333,2,2
1908,22,0.8,0,2
1909,22,0.6363636363636364,1,2
1910,22,0.6666666666666666,2,2
1911,22,0.6818181818181818,0,2
1912,22,0.6,1,2
1913,22,0.3888888888888889,2,2
1914,22,0.8823529411764706,0,2
1915,22,0.5416666666666666,1,2
1916,22,0.5789473684210527,2,2
1917,22,0.782608695652174,0,2
1918,22,0.5263157894736842,1,2
1919,22,0.5555555555555556,2,2
1920,22,0.7647058823529411,0,10
1921,22,0.68,1,10
1922,22,0.7777777777777778,2,10
1923,22,0.9047619047619048,0,10
1924,22,0.7058823529411765,1,10
1925,22,0.7272727272727273,2,10
1926,22,0.8125,0,10
1927,22,0.6956521739130435,1,10
1928,22,0.6666666666666666,2,10
1929,22,0.8888888888888888,0,10
1930,22,0.8181818181818182,1,10
1931,22,0.65,2,10
1932,22,0.75,0,10
1933,22,0.7777777777777778,1,10
1934,22,0.5909090909090909,2,10
1935,22,0.8,0,10
1936,22,0.65,1,10
1937,22,0.6666666666666666,2,10
1938,22,0.85,0,10
1939,22,0.8636363636363636,1,10
1940,22,0.8333333333333334,2,10
1941,22,0.7272727272727273,0,10
1942,22,0.8,1,10
1943,22,0.6111111111111112,2,10
1944,22,0.8235294117647058,0,10
1945,22,0.75,1,10
1946,22,0.6842105263157895,2,10
1947,22,0.8260869565217391,0,10
1948,22,0.8421052631578947,1,10
1949,22,0.5555555555555556,2,10
1950,22,0.8235294117647058,0,18
1951,22,0.8,1,18
1952,22,0.7222222222222222,2,18
1953,22,0.9047619047619048,0,18
1954,22,0.7058823529411765,1,18
1955,22,0.6818181818181818,2,18
1956,22,0.9375,0,18
1957,22,0.8260869565217391,1,18
1958,22,0.6666666666666666,2,18
1959,22,1.0,0,18
1960,22,0.9090909090909091,1,18
1961,22,0.75,2,18
1962,22,0.75,0,18
1963,22,0.7222222222222222,1,18
1964,22,0.7727272727272727,2,18
1965,22,0.88,0,18
1966,22,0.75,1,18
1967,22,0.6666666666666666,2,18
1968,22,0.95,0,18
1969,22,0.7272727272727273,1,18
1970,22,0.7222222222222222,2,18
1971,22,0.7272727272727273,0,18
1972,22,0.8,1,18
1973,22,0.6666666666666666,2,18
1974,22,0.7647058823529411,0,18
1975,22,0.75,1,18
1976,22,0.7894736842105263,2,18
1977,22,0.8695652173913043,0,18
1978,22,0.631578947368421,1,18
1979,22,0.7222222222222222,2,18
1980,23,0.7142857142857143,0,2
1981,23,0.5909090909090909,1,2
1982,23,0.5217391304347826,2,2
1983,23,0.9375,0,2
1984,23,0.34782608695652173,1,2
1985,23,0.6,2,2
1986,23,0.8,0,2
1987,23,0.4166666666666667,1,2
1988,23,0.6,2,2
1989,23,0.8888888888888888,0,2
1990,23,0.5555555555555556,1,2
1991,23,0.34782608695652173,2,2
1992,23,0.9444444444444444,0,2
1993,23,0.75,1,2
1994,23,0.2,2,2
1995,23,0.84,0,2
1996,23,0.29411764705882354,1,2
1997,23,0.4117647058823529,2,2
1998,23,0.8947368421052632,0,2
1999,23,0.6111111111111112,1,2
2000,23,0.36363636363636365,2,2
2001,23,0.8421052631578947,0,2
2002,23,0.7058823529411765,1,2
2003,23,0.43478260869565216,2,2
2004,23,0.8888888888888888,0,2
2005,23,0.4,1,2
2006,23,0.625,2,2
2007,23,1.0,0,2
2008,23,0.2857142857142857,1,2
2009,23,0.6111111111111112,2,2
2010,23,0.7857142857142857,0,10
2011,23,0.7272727272727273,1,10
2012,23,0.6521739130434783,2,10
2013,23,0.9375,0,10
2014,23,0.7391304347826086,1,10
2015,23,0.7,2,10
2016,23,0.8666666666666667,0,10
2017,23,0.625,1,10
2018,23,0.7,2,10
2019,23,0.9444444444444444,0,10
2020,23,0.7222222222222222,1,10
2021,23,0.782608695652174,2,10
2022,23,0.9444444444444444,0,10
2023,23,0.75,1,10
2024,23,0.88,2,10
2025,23,0.88,0,10
2026,23,0.7647058823529411,1,10
2027,23,0.7058823529411765,2,10
2028,23,1.0,0,10
2029,23,0.8333333333333334,1,10
2030,23,0.5909090909090909,2,10
2031,23,0.8947368421052632,0,10
2032,23,0.6470588235294118,1,10
2033,23,0.782608695652174,2,10
2034,23,0.9444444444444444,0,10
2035,23,0.68,1,10
2036,23,0.9375,2,10
2037,23,0.95,0,10
2038,23,0.8095238095238095,1,10
2039,23,0.8333333333333334,2,10
2040,23,0.7857142857142857,0,18
2041,23,0.9090909090909091,1,18
2042,23,0.8695652173913043,2,18
2043,23,0.9375,0,18
2044,23,0.7391304347826086,1,18
2045,23,0.8,2,18
2046,23,1.0,0,18
2047,23,0.7916666666666666,1,18
2048,23,0.8,2,18
2049,23,0.9444444444444444,0,18
2050,23,0.7777777777777778,1,18
2051,23,0.8260869565217391,2,18
2052,23,1.0,0,18
2053,23,0.875,1,18
2054,23,0.8,2,18
2055,23,0.92,0,18
2056,23,0.8823529411764706,1,18
2057,23,0.8235294117647058,2,18
2058,23,0.9473684210526315,0,18
2059,23,0.8333333333333334,1,18
2060,23,0.8636363636363636,2,18
2061,23,0.8947368421052632,0,18
2062,23,0.8235294117647058,1,18
2063,23,0.9565217391304348,2,18
2064,23,0.8888888888888888,0,18
2065,23,0.8,1,18
2066,23,0.9375,2,18
2067,23,0.95,0,18
2068,23,0.9047619047619048,1,18
2069,23,0.8333333333333334,2,18
2070,24,0.5882352941176471,0,2
2071,24,0.32,1,2
2072,24,0.7777777777777778,2,2
2073,24,0.42857142857142855,0,2
2074,24,0.4117647058823529,1,2
2075,24,0.6363636363636364,2,2
2076,24,0.625,0,2
2077,24,0.36363636363636365,1,2
2078,24,0.45454545454545453,2,2
2079,24,0.3888888888888889,0,2
2080,24,0.36363636363636365,1,2
2081,24,0.7,2,2
2082,24,0.3,0,2
2083,24,0.3888888888888889,1,2
2084,24,0.6363636363636364,2,2
2085,24,0.24,0,2
2086,24,0.4,1,2
2087,24,0.8,2,2
2088,24,0.45,0,2
2089,24,0.3181818181818182,1,2
2090,24,0.7222222222222222,2,2
2091,24,0.5909090909090909,0,2
2092,24,0.35,1,2
2093,24,0.8888888888888888,2,2
2094,24,0.35294117647058826,0,2
2095,24,0.2916666666666667,1,2
2096,24,0.6842105263157895,2,2
2097,24,0.6086956521739131,0,2
2098,24,0.21052631578947367,1,2
2099,24,0.7222222222222222,2,2
2100,24,0.5882352941176471,0,10
2101,24,0.56,1,10
2102,24,0.6666666666666666,2,10
2103,24,0.5714285714285714,0,10
2104,24,0.5882352941176471,1,10
2105,24,0.5454545454545454,2,10
2106,24,0.5625,0,10
2107,24,0.45454545454545453,1,10
2108,24,0.7272727272727273,2,10
2109,24,0.6666666666666666,0,10
2110,24,0.6363636363636364,1,10
2111,24,0.65,2,10
2112,24,0.2,0,10
2113,24,0.6666666666666666,1,10
2114,24,0.6363636363636364,2,10
2115,24,0.4,0,10
2116,24,0.5,1,10
2117,24,0.8,2,10
2118,24,0.55,0,10
2119,24,0.6818181818181818,1,10
2120,24,0.5555555555555556,2,10
2121,24,0.6818181818181818,0,10
2122,24,0.55,1,10
2123,24,0.7777777777777778,2,10
2124,24,0.4117647058823529,0,10
2125,24,0.375,1,10
2126,24,0.631578947368421,2,10
2127,24,0.782608695652174,0,10
2128,24,0.5789473684210527,1,10
2129,24,0.7222222222222222,2,10
2130,24,0.8235294117647058,0,18
2131,24,0.56,1,18
2132,24,0.2777777777777778,2,18
2133,24,0.6190476190476191,0,18
2134,24,0.6470588235294118,1,18
2135,24,0.36363636363636365,2,18
2136,24,0.5625,0,18
2137,24,0.45454545454545453,1,18
2138,24,0.3181818181818182,2,18
2139,24,0.7222222222222222,0,18
2140,24,0.45454545454545453,1,18
2141,24,0.45,2,18
2142,24,0.4,0,18
2143,24,0.3888888888888889,1,18
2144,24,0.45454545454545453,2,18
2145,24,0.48,0,18
2146,24,0.45,1,18
2147,24,0.7333333333333333,2,18
2148,24,0.5,0,18
2149,24,0.5,1,18
2150,24,0.5,2,18
2151,24,0.7272727272727273,0,18
2152,24,0.45,1,18
2153,24,0.5,2,18
2154,24,0.5882352941176471,0,18
2155,24,0.2916666666666667,1,18
2156,24,0.5263157894736842,2,18
2157,24,0.8695652173913043,0,18
2158,24,0.47368421052631576,1,18
2159,24,0.4444444444444444,2,18
2160,25,0.7142857142857143,0,2
2161,25,0.16666666666666666,1,2
2162,25,0.7142857142857143,2,2
2163,25,0.6818181818181818,0,2
2164,25,0.3333333333333333,1,2
2165,25,0.6875,2,2
2166,25,0.5625,0,2
2167,25,0.4090909090909091,1,2
2168,25,0.38095238095238093,2,2
2169,25,0.6470588235294118,0,2
2170,25,0.7647058823529411,1,2
2171,25,0.2,2,2
2172,25,0.7272727272727273,0,2
2173,25,0.8125,1,2
2174,25,0.3333333333333333,2,2
2175,25,0.6666666666666666,0,2
2176,25,0.04,1,2
2177,25,0.875,2,2
2178,25,0.6086956521739131,0,2
2179,25,0.5625,1,2
2180,25,0.35,2,2
2181,25,0.7083333333333334,0,2
2182,25,0.25,1,2
2183,25,0.6666666666666666,2,2
2184,25,0.8,0,2
2185,25,0.16,1,2
2186,25,0.6842105263157895,2,2
2187,25,0.7142857142857143,0,2
2188,25,0.09523809523809523,1,2
2189,25,0.6470588235294118,2,2
2190,25,0.6428571428571429,0,10
2191,25,0.6666666666666666,1,10
2192,25,0.7142857142857143,2,10
2193,25,0.7727272727272727,0,10
2194,25,0.7142857142857143,1,10
2195,25,0.8125,2,10
2196,25,0.5625,0,10
2197,25,0.7727272727272727,1,10
2198,25,0.8095238095238095,2,10
2199,25,0.7647058823529411,0,10
2200,25,0.9411764705882353,1,10
2201,25,0.64,2,10
2202,25,0.6363636363636364,0,10
2203,25,0.625,1,10
2204,25,0.5238095238095238,2,10
2205,25,0.6666666666666666,0,10
2206,25,0.56,1,10
2207,25,0.6875,2,10
2208,25,0.6956521739130435,0,10
2209,25,0.8125,1,10
2210,25,0.55,2,10
2211,25,0.6666666666666666,0,10
2212,25,0.55,1,10
2213,25,0.7333333333333333,2,10
2214,25,0.7333333333333333,0,10
2215,25,0.68,1,10
2216,25,0.631578947368421,2,10
2217,25,0.47619047619047616,0,10
2218,25,0.7142857142857143,1,10
2219,25,0.8823529411764706,2,10
2220,25,0.5714285714285714,0,18
2221,25,0.5416666666666666,1,18
2222,25,0.6666666666666666,2,18
2223,25,0.7727272727272727,0,18
2224,25,0.6190476190476191,1,18
2225,25,0.6875,2,18
2226,25,0.625,0,18
2227,25,0.7727272727272727,1,18
2228,25,0.7619047619047619,2,18
2229,25,0.5882352941176471,0,18
2230,25,0.8823529411764706,1,18
2231,25,0.72,2,18
2232,25,0.6818181818181818,0,18
2233,25,0.75,1,18
2234,25,0.7142857142857143,2,18
2235,25,0.6666666666666666,0,18
2236,25,0.8,1,18
2237,25,0.625,2,18
2238,25,0.7391304347826086,0,18
2239,25,0.4375,1,18
2240,25,0.6,2,18
2241,25,0.75,0,18
2242,25,0.65,1,18
2243,25,0.8,2,18
2244,25,0.7333333333333333,0,18
2245,25,0.72,1,18
2246,25,0.5789473684210527,2,18
2247,25,0.7142857142857143,0,18
2248,25,0.6666666666666666,1,18
2249,25,0.7058823529411765,2,18
2250,26,0.9375,0,2
2251,26,0.43478260869565216,1,2
2252,26,0.5714285714285714,2,2
2253,26,0.9545454545454546,0,2
2254,26,0.55,1,2
2255,26,0.4444444444444444,2,2
2256,26,1.0,0,2
2257,26,0.68,1,2
2258,26,0.4,2,2
2259,26,0.9523809523809523,0,2
2260,26,0.45454545454545453,1,2
2261,26,0.5294117647058824,2,2
2262,26,0.875,0,2
2263,26,0.5789473684210527,1,2
2264,26,0.52,2,2
2265,26,1.0,0,2
2266,26,0.5,1,2
2267,26,0.5,2,2
2268,26,0.9047619047619048,0,2
2269,26,0.8181818181818182,1,2
2270,26,0.5882352941176471,2,2
2271,26,1.0,0,2
2272,26,0.7272727272727273,1,2
2273,26,0.4583333333333333,2,2
2274,26,1.0,0,2
2275,26,0.42857142857142855,1,2
2276,26,0.4,2,2
2277,26,0.9444444444444444,0,2
2278,26,0.6666666666666666,1,2
2279,26,0.3888888888888889,2,2
2280,26,0.9375,0,10
2281,26,0.4782608695652174,1,10
2282,26,0.5238095238095238,2,10
2283,26,1.0,0,10
2284,26,0.6,1,10
2285,26,0.4444444444444444,2,10
2286,26,1.0,0,10
2287,26,0.52,1,10
2288,26,0.45,2,10
2289,26,1.0,0,10
2290,26,0.5909090909090909,1,10
2291,26,0.5294117647058824,2,10
2292,26,0.875,0,10
2293,26,0.47368421052631576,1,10
2294,26,0.48,2,10
2295,26,0.95,0,10
2296,26,0.5,1,10
2297,26,0.5,2,10
2298,26,0.9523809523809523,0,10
2299,26,0.6363636363636364,1,10
2300,26,0.29411764705882354,2,10
2301,26,0.9285714285714286,0,10
2302,26,0.6363636363636364,1,10
2303,26,0.4583333333333333,2,10
2304,26,1.0,0,10
2305,26,0.6071428571428571,1,10
2306,26,0.45,2,10
2307,26,0.8333333333333334,0,10
2308,26,0.625,1,10
2309,26,0.4444444444444444,2,10
2310,26,0.875,0,18
2311,26,0.5217391304347826,1,18
2312,26,0.5238095238095238,2,18
2313,26,1.0,0,18
2314,26,0.3,1,18
2315,26,0.4444444444444444,2,18
2316,26,1.0,0,18
2317,26,0.56,1,18
2318,26,0.5,2,18
2319,26,0.9523809523809523,0,18
2320,26,0.4090909090909091,1,18
2321,26,0.5294117647058824,2,18
2322,26,0.8125,0,18
2323,26,0.6842105263157895,1,18
2324,26,0.32,2,18
2325,26,0.9,0,18
2326,26,0.5555555555555556,1,18
2327,26,0.6363636363636364,2,18
2328,26,1.0,0,18
2329,26,0.5909090909090909,1,18
2330,26,0.6470588235294118,2,18
2331,26,0.9285714285714286,0,18
2332,26,0.6363636363636364,1,18
2333,26,0.5833333333333334,2,18
2334,26,1.0,0,18
2335,26,0.5357142857142857,1,18
2336,26,0.5,2,18
2337,26,0.8333333333333334,0,18
2338,26,0.5416666666666666,1,18
2339,26,0.6111111111111112,2,18
2340,27,0.75,0,2
2341,27,0.058823529411764705,1,2
2342,27,0.631578947368421,2,2
2343,27,0.6666666666666666,0,2
2344,27,0.10526315789473684,1,2
2345,27,0.5625,2,2
2346,27,0.7272727272727273,0,2
2347,27,1.0,1,2
2348,27,0.0,2,2
2349,27,0.6666666666666666,0,2
2350,27,0.47058823529411764,1,2
2351,27,0.3333333333333333,2,2
2352,27,0.6842105263157895,0,2
2353,27,0.0625,1,2
2354,27,0.38095238095238093,2,2
2355,27,0.35294117647058826,0,2
2356,27,0.0,1,2
2357,27,0.8947368421052632,2,2
2358,27,0.5555555555555556,0,2
2359,27,0.0,1,2
2360,27,1.0,2,2
2361,27,0.5238095238095238,0,2
2362,27,0.42857142857142855,1,2
2363,27,0.2857142857142857,2,2
2364,27,0.7142857142857143,0,2
2365,27,0.05263157894736842,1,2
2366,27,0.7391304347826086,2,2
2367,27,0.42857142857142855,0,2
2368,27,0.058823529411764705,1,2
2369,27,0.8333333333333334,2,2
2370,27,0.7,0,10
2371,27,0.29411764705882354,1,10
2372,27,0.5263157894736842,2,10
2373,27,0.8095238095238095,0,10
2374,27,0.2631578947368421,1,10
2375,27,0.375,2,10
2376,27,0.9090909090909091,0,10
2377,27,0.6875,1,10
2378,27,0.20689655172413793,2,10
2379,27,0.7222222222222222,0,10
2380,27,0.5882352941176471,1,10
2381,27,0.38095238095238093,2,10
2382,27,0.631578947368421,0,10
2383,27,0.25,1,10
2384,27,0.38095238095238093,2,10
2385,27,0.47058823529411764,0,10
2386,27,0.35,1,10
2387,27,0.42105263157894735,2,10
2388,27,0.6111111111111112,0,10
2389,27,0.2916666666666667,1,10
2390,27,0.5714285714285714,2,10
2391,27,0.7619047619047619,0,10
2392,27,0.5714285714285714,1,10
2393,27,0.38095238095238093,2,10
2394,27,0.5714285714285714,0,10
2395,27,0.2631578947368421,1,10
2396,27,0.43478260869565216,2,10
2397,27,0.6666666666666666,0,10
2398,27,0.29411764705882354,1,10
2399,27,0.3888888888888889,2,10
2400,27,0.65,0,18
2401,27,0.6470588235294118,1,18
2402,27,0.631578947368421,2,18
2403,27,0.6666666666666666,0,18
2404,27,0.3157894736842105,1,18
2405,27,0.25,2,18
2406,27,0.7272727272727273,0,18
2407,27,0.6875,1,18
2408,27,0.3448275862068966,2,18
2409,27,0.5,0,18
2410,27,0.5294117647058824,1,18
2411,27,0.5238095238095238,2,18
2412,27,0.631578947368421,0,18
2413,27,0.1875,1,18
2414,27,0.5714285714285714,2,18
2415,27,0.5294117647058824,0,18
2416,27,0.25,1,18
2417,27,0.8421052631578947,2,18
2418,27,0.6111111111111112,0,18
2419,27,0.25,1,18
2420,27,0.7857142857142857,2,18
2421,27,0.6190476190476191,0,18
2422,27,0.5,1,18
2423,27,0.19047619047619047,2,18
2424,27,0.42857142857142855,0,18
2425,27,0.5789473684210527,1,18
2426,27,0.5652173913043478,2,18
2427,27,0.6666666666666666,0,18
2428,27,0.5882352941176471,1,18
2429,27,0.5,2,18
2430,28,0.5,0,2
2431,28,0.15384615384615385,1,2
2432,28,0.8947368421052632,2,2
2433,28,0.4090909090909091,0,2
2434,28,0.38095238095238093,1,2
2435,28,0.375,2,2
2436,28,0.5625,0,2
2437,28,0.5,1,2
2438,28,0.09523809523809523,2,2
2439,28,0.4117647058823529,0,2
2440,28,0.8888888888888888,1,2
2441,28,0.0,2,2
2442,28,0.4090909090909091,0,2
2443,28,0.6875,1,2
2444,28,0.09523809523809523,2,2
2445,28,0.5555555555555556,0,2
2446,28,0.08,1,2
2447,28,0.5,2,2
2448,28,0.5217391304347826,0,2
2449,28,0.625,1,2
2450,28,0.45,2,2
2451,28,0.4583333333333333,0,2
2452,28,0.35,1,2
2453,28,0.3333333333333333,2,2
2454,28,0.6666666666666666,0,2
2455,28,0.038461538461538464,1,2
2456,28,0.4444444444444444,2,2
2457,28,0.2857142857142857,0,2
2458,28,0.3333333333333333,1,2
2459,28,0.6470588235294118,2,2
2460,28,0.6428571428571429,0,10
2461,28,0.34615384615384615,1,10
2462,28,0.47368421052631576,2,10
2463,28,0.7727272727272727,0,10
2464,28,0.23809523809523808,1,10
2465,28,0.3125,2,10
2466,28,0.5,0,10
2467,28,0.5454545454545454,1,10
2468,28,0.47619047619047616,2,10
2469,28,0.5294117647058824,0,10
2470,28,0.4444444444444444,1,10
2471,28,0.25,2,10
2472,28,0.5909090909090909,0,10
2473,28,0.4375,1,10
2474,28,0.2857142857142857,2,10
2475,28,0.7777777777777778,0,10
2476,28,0.2,1,10
2477,28,0.5625,2,10
2478,28,0.5652173913043478,0,10
2479,28,0.5,1,10
2480,28,0.35,2,10
2481,28,0.5416666666666666,0,10
2482,28,0.4,1,10
2483,28,0.4,2,10
2484,28,0.6666666666666666,0,10
2485,28,0.2692307692307692,1,10
2486,28,0.2222222222222222,2,10
2487,28,0.5238095238095238,0,10
2488,28,0.47619047619047616,1,10
2489,28,0.4117647058823529,2,10
2490,28,0.6428571428571429,0,18
2491,28,0.2692307692307692,1,18
2492,28,0.631578947368421,2,18
2493,28,0.5,0,18
2494,28,0.2857142857142857,1,18
2495,28,0.4375,2,18
2496,28,0.5,0,18
2497,28,0.3181818181818182,1,18
2498,28,0.19047619047619047,2,18
2499,28,0.4117647058823529,0,18
2500,28,0.6666666666666666,1,18
2501,28,0.25,2,18
2502,28,0.5,0,18
2503,28,0.1875,1,18
2504,28,0.3333333333333333,2,18
2505,28,0.4444444444444444,0,18
2506,28,0.16,1,18
2507,28,0.5625,2,18
2508,28,0.7391304347826086,0,18
2509,28,0.6875,1,18
2510,28,0.35,2,18
2511,28,0.5416666666666666,0,18
2512,28,0.25,1,18
2513,28,0.3333333333333333,2,18
2514,28,0.9333333333333333,0,18
2515,28,0.23076923076923078,1,18
2516,28,0.3888888888888889,2,18
2517,28,0.3333333333333333,0,18
2518,28,0.42857142857142855,1,18
2519,28,0.47058823529411764,2,18
2520,29,0.0,0,2
2521,29,0.8,1,2
2522,29,0.3333333333333333,0,2
2523,29,1.0,1,2
2524,29,0.3333333333333333,0,2
2525,29,1.0,1,2
2526,29,0.25,0,2
2527,29,1.0,1,2
2528,29,1.0,0,2
2529,29,1.0,1,2
2530,29,0.0,0,2
2531,29,1.0,1,2
2532,29,1.0,0,2
2533,29,1.0,1,2
2534,29,0.0,2,2
2535,29,0.0,0,2
2536,29,1.0,1,2
2537,29,0.0,0,2
2538,29,0.75,1,2
2539,29,0.0,2,2
2540,29,0.0,0,2
2541,29,1.0,1,2
2542,29,0.5,0,10
2543,29,1.0,1,10
2544,29,1.0,0,10
2545,29,0.75,1,10
2546,29,1.0,0,10
2547,29,1.0,1,10
2548,29,0.5,0,10
2549,29,0.6666666666666666,1,10
2550,29,1.0,0,10
2551,29,1.0,1,10
2552,29,0.25,0,10
2553,29,1.0,1,10
2554,29,1.0,0,10
2555,29,1.0,1,10
2556,29,0.0,2,10
2557,29,0.0,0,10
2558,29,1.0,1,10
2559,29,1.0,0,10
2560,29,1.0,1,10
2561,29,0.0,2,10
2562,29,0.0,0,10
2563,29,0.8333333333333334,1,10
2564,29,0.5,0,18
2565,29,1.0,1,18
2566,29,0.6666666666666666,0,18
2567,29,1.0,1,18
2568,29,0.6666666666666666,0,18
2569,29,1.0,1,18
2570,29,0.25,0,18
2571,29,1.0,1,18
2572,29,0.3333333333333333,0,18
2573,29,1.0,1,18
2574,29,0.25,0,18
2575,29,1.0,1,18
2576,29,0.0,0,18
2577,29,0.8,1,18
2578,29,0.0,2,18
2579,29,0.5,0,18
2580,29,1.0,1,18
2581,29,0.5,0,18
2582,29,0.75,1,18
2583,29,0.0,2,18
2584,29,0.0,0,18
2585,29,1.0,1,18
2586,30,0.375,0,2
2587,30,0.8125,1,2
2588,30,0.5384615384615384,2,2
2589,30,0.7058823529411765,0,2
2590,30,0.7272727272727273,1,2
2591,30,0.8888888888888888,2,2
2592,30,0.6,0,2
2593,30,0.6666666666666666,1,2
2594,30,0.6,2,2
2595,30,0.3076923076923077,0,2
2596,30,0.4,1,2
2597,30,0.5555555555555556,2,2
2598,30,0.4666666666666667,0,2
2599,30,0.75,1,2
2600,30,0.5714285714285714,2,2
2601,30,0.75,0,2
2602,30,0.7272727272727273,1,2
2603,30,0.35714285714285715,2,2
2604,30,0.8333333333333334,0,2
2605,30,0.5384615384615384,1,2
2606,30,0.08333333333333333,2,2
2607,30,0.6,0,2
2608,30,0.2857142857142857,1,2
2609,30,0.5384615384615384,2,2
2610,30,0.6428571428571429,0,2
2611,30,0.5454545454545454,1,2
2612,30,0.5,2,2
2613,30,0.8,0,2
2614,30,0.5384615384615384,1,2
2615,30,0.42857142857142855,2,2
2616,30,0.625,0,10
2617,30,0.75,1,10
2618,30,0.46153846153846156,2,10
2619,30,0.7647058823529411,0,10
2620,30,0.6363636363636364,1,10
2621,30,0.6666666666666666,2,10
2622,30,0.5333333333333333,0,10
2623,30,0.75,1,10
2624,30,0.5,2,10
2625,30,0.5384615384615384,0,10
2626,30,0.4666666666666667,1,10
2627,30,0.6666666666666666,2,10
